marca;codigoInterno;nombre;categoria;descripcion;precio;stock
Lusqtoff;L7036;Marcador Indeleble Industrial Rojo ;Accesorios;"- Punta 3,8 mm
- Usos: Vidrio / Plastico / Madera / Metal";2.253,00;7
Lusqtoff;MDL2000-9;Martillo Demoledor  2000w ;Herramientas electricas_Fuerza;;1.340.088,00;2
Lusqtoff;MDL1050-9;Martillo demoledor 1050W 4J + maletín - Lusqtoff MDL1050-9 ;Construccion_Demoledores;"- Potencia: 1050 Watts
- Golpes: 2900 G.p.m
- Energía: 4 Joules
- Encastre: Hex 17
- Peso: 9,3 Kg
- Origen: China
- Garantía oficial de 2 años
- Presentación: maletín plástico

Incluye:

- Cincel Plano
- Cincel Punta
- Maletín
- Mango Lateral
- Llave de ajuste
- 2 carbones
- Manual de instrucciones";143.580,00;4
Lusqtoff;MDL1500-9;Martillo demoledor 1500w Black Series SDS MAX 8-25J - Lusqtoff MDL1500-9 ;Construccion_Demoledores;"- Tensión 220v 
- Potencia: 1500w
- Tipo de portaboca: SDS MAX
- Tasa de impacto máx: 900-1900 min
- Joules de impacto: 8-25J
- Peso: 33,56kg
- GarantÍa de 3 años";363.738,00;2
Lusqtoff;MDL1750-8;Martillo Demoledor 1700 W ;Construccion_Demoledores;"- Tension 220 V 50Hz
- Impacto 60 Joules
- Encastre Hexagonal 30mm
-  Golpes por minuto: 1900 BPM
- Cable: 2mts
- Nivel de ruido: 85 Db
- Incluye:
- 1 cincel 410mm
- 1 punta 410mm
- 1 maletin de traslado con ruedas
- 1 aceite para el piston
- 1 mango auxiliar
- 2 llaves de ajuste
- Garantia 2 años";287.161,00;4
Lusqtoff;MDL1750-9;Martillo demoledor 1750W - Lusqtoff MDL1750-9 ;Construccion_Demoledores;"- Tensión: 220 V ~50 Hz
- Potencia: 1750 W
- Golpes por min.: 1300/min.
- Impacto: 42 J
- Encastre: hexagonal
- Peso: 16,78 kg.
- Empuñadura auxiliar
- Sistema reductor de vibraciones
- Incluye maletín con ruedas + 1 punta de 28 mm.";928.490,00;1
Lusqtoff;L7512;Martillo Galponero Mango de Fibra 565g - Lusqtoff HM ;Herramientas manuales_Mazas y martillos;"- Peso 565 g (20 OZ)
- Mango de fibra de vidrio
- Empuñadura ergonómica y antideslizante
- Cabeza pulida";11.267,00;2
Lusqtoff;ST-1I;Máscara fotosensible - Lusqtoff ST-1I ;Accesorios;;34.389,00;2
Lusqtoff;ST-1N;Mascara Fotosensible para Soldar ;Herramientas manuales_Mascaras fotosensibles;"- Area de vision 90x35mm
- Tamaño del  casette: 110x90x9 mm
- Sensor de arco: 2
- DIN (graduacion): 4/11
- Claridad optica: 1/1/1/2
- Tipo de encendido: automatico
- Velocidad de sensibilidad: 1/10.000
- Proteccion UV/IR: DIN 16
- Retardo  de proteccion: Automatico (0.10-0.45 seg.)
- Fuente de alimentacion: banda solar/bateria integrada
- Temperatura de funcionamiento: -5°C/+55°C
- Temperatura de almacenamiento: -20 °C/+70 ° C
- Certificacion: CE Y ANSI
- Control de sombra automatico
- Control de sensiblidad: automatica
- Bateria de litio
- Garantia 2 años";29.673,00;3
Lusqtoff;LOD707;Mate 300 Ml Blanco 3 Estrellas ;Hogar_Termos y mates;#¿NOMBRE?;17.788,00;14
Lusqtoff;MATLV-9;Mate 300 ml verde - Lusqtoff MATLV-9 ;Hogar_Termos y mates;;18.866,00;7
Lusqtoff;MATLN-8B;Mate acero inoxidable negro con bombilla - Lusqtoff MATLN-8B ;Hogar_Termos y mates;;9.882,00;1
Lusqtoff;LQMAT;Mate campestre de vidrio forrado - Lusqtoff LQMAT ;Hogar_Termos y mates;;4.192,00;17
Lusqtoff;MATLR-9;Mate Rosa Acero Inoxidable 300ml Termico - Lusqtoff MATLR-9 ;Hogar_Termos y mates;"- Capacidad 300 ml
- Apto Frio calor
- Ideal para Terere y Mate
- Material exterior: pintura tipo esmalte horneada de componente amino
- Boca Ancha
- Cuenta con una cámara de aire de acero inoxidable 304 SS que mantiene la temperatura dentro del recipiente en perfecto estado.
- Peso: 163gr.
- Alto: 11cm
- Ancho: 8.5cm
- Mate super liviano y resistente a los golpes
- 30 minutos CALIENTE - 3 horas FRÍO. (aproximado)";8.385,00;12
Lusqtoff;MFOS26-9;MECHA FOSTNER 26MM ;Accesorios;;6.288,00;1
Lusqtoff;MEDL120-9;Medidor Laser Distancia 120M - Black Series MEDL120-9 ;Herramientas manuales_Nivelación y medición;"- Luz verde
- 2 Pilas AA
- Distancia 120m
- Aplicaciones de medición: Distancia - Área - Volúmen - Altura indirecta - Pitágoras - Ángulos duales
- Dimensiones 121 x 48 x 26mm
- Conector de carga para pilas recargables tipo C
- Presición +/- . Memoria de 30 datos
- Entrada rosca para trípode 1/4''
- Protección IP54
- Cable conector de carga tipo C
- 1 Correa de mano";134.008,00;2
Lusqtoff;MEGAIRON140-9;Mega Kit Soldador con 2 escuadras - Lusqtoff MEGAIRON140-9 ;Herramientas electricas_Soldadoras;"

Soldadora Inverter Iron-140 MMA 120A + Maletin + Escuadras

CARACTERISTICAS

-Marca: Lusqtoff
-Modelo: MEGAIRON140-9
-Tensión: 220 V ? 50 Hz
-Rango de soldadura: 10 - 120 A
-Ciclo de trabajo 60% - 120 A
-Voltaje de salida en vacío: 66 V
-Tipo de consumible: electrodo
-Diámetro del consumible: 1,6 - 3,25 mm
-Tecnología Anti Stick
-Peso: 3.5 kg

INCLUYE
- Soldadora IRON-140
- 2 Escuadras
";201.013,00;6
Lusqtoff;MEL75-8I;MESA DE CAMPING ;Hogar_Muebles;;113.201,00;6
Lusqtoff;TC-1350;Mesa Estantes Carro Porta Herramientas 4 Ruedas - Lusqtoff TC-1350 ;Almacenamiento;"- Tamaño: 77x36x76 cm
- Espesor: 0,7mm
- Peso: 10Kg
- 4 Ruedas: 2 fijas, 2 móviles";104.816,00;2
Lusqtoff;L4052;Mini Alicate Corte Oblicuo (115Mm) ;Herramientas manuales_Pinzas y alicates;;4.711,00;6
Lusqtoff;LC-882;MINI COMPRESOR DE AIRE ;Herramientas electricas_Compresores;;57.432,00;30
Lusqtoff;MCL150-8;Mini Compresor Inflador Portatil 12v - 150 psi Auto Digital - Lusqtoff MCL150-8 ;Herramientas electricas_Compresores;"- Voltaje: 220 V - 50 Hz
- Potencia: 0,37 HP / 275W
- Voltaje nominal: 12V
- Presión máxima: 150 PSI
- Velocidad de flujo: 60l/min
- Fase eléctrica: monofásica
- Pantalla LED y linterna
- Doble pistón
- Material: acero
- Ud. de medida: PSI, BAR, KPA y Kg/cm2
- Incluye: 1 Bolso de transporte
- 1 Manómetro digital con indicador y medidor de presión
- Corte automático
- 1 Manguera
- 1 Manguera espiralada 5 metros
- 1 Par de cocodrilos
- 3 Picos (Bicicletas, Inflables, Pelota)
- 1 Fusible para conector eléctrico 12 V";65.090,00;1
Lusqtoff;L4054;Mini Pinza De Punta Media Caña (125Mm) ;Herramientas manuales_Pinzas y alicates;;4.711,00;3
Lusqtoff;L4050;Mini Pinza Universal (120Mm) ;Herramientas manuales_Pinzas y alicates;;4.711,00;1
Lusqtoff;MTL150-9;MINI TORNO 150W 220V-50HZ con Accesorios ;Herramientas electricas_Lijado y pulido;;83.853,00;2
Lusqtoff;MOCL-8;Mochila portaherramientas hasta 15kg - Lusqtoff MOCL-8 ;Indumentaria_Mochilas;;76.744,00;1
Lusqtoff;FGH40N60;MODULO IGBT ;Repuestos;IRON-100;7.232,00;4
Lusqtoff;FGH60N60;MÓDULO IGBT ;Repuestos;IRON-100 / IRON-150/ IRON-180/IRON-250/IRON-300;8.385,00;10
Lusqtoff;TB-MC4;MORSA 2 EJES P/ PERF. MORD 100mm ;Herramientas manuales_Morsas;;96.430,00;1
Lusqtoff;LMP1004;MORSA 4'' ;Herramientas manuales_Morsas;;178.187,00;3
Lusqtoff;LMP1005;MORSA 5'' ;Herramientas manuales_Morsas;;241.077,00;1
Lusqtoff;LMP1006;MORSA 6'' ;Herramientas manuales_Morsas;;335.412,00;1
Lusqtoff;LMP1008;MORSA 8'' ;Herramientas manuales_Morsas;;387.820,00;1
Lusqtoff;LMO3;MORSA BANCO C BASE GIRATORIA 3'' ;Herramientas manuales_Morsas;;50.311,00;8
Lusqtoff;LMP1003;Morsa Industrial de Banco n°3 Black Series ;Herramientas manuales_Morsas;;115.297,00;1
Lusqtoff;LMB-20;MOTOBOMBA NAFTERA 2'''' 5.5HP 340 ;Jardin y agro_Riego;;251.559,00;1
Lusqtoff;LMB-30;MOTOBOMBA NAFTERA 3'' 6.5HP ;Jardin y agro_Riego;;283.003,00;1
Lusqtoff;LMB-20P;MOTOBOMBAS NAFTERA 2  ALTA P ;Jardin y agro_Riego;;440.228,00;1
Lusqtoff;RLA1500MMR05;MOTOR ASPIRADORA ;Repuestos;LA-1500M;79.136,00;3
Lusqtoff;RHL120R45;MOTOR COMPLETO HL-120 ;Repuestos;HL-120/LHA-120K;140.453,00;1
Lusqtoff;RATL188BR06;MOTOR DC ;Repuestos;TAL18-8;13.626,00;2
Lusqtoff;RTAL128AR33;Motor DC 12V para Taladro Atornillador TAL12-8A ;Repuestos;;19.915,00;5
Lusqtoff;LM621;Motor Fuera de Borda 2.5hp 62cc - Lusqtoff - Lm621 ;Jardin y agro_Motores;"Características:
- Marca: Lusqtoff
- Modelo: LM621
- Arranque manual
- Potencia: 1.8W/2.5HP
- Tipo de Motor : 2 Tiempos
- Cilindrada 62 cc
- Revoluviones Maximas : 6500 rpm
- Encendido : Arranque Manual
- Capacidad del tanque :1,1 Litros
- Hélice : 3 aspas x 186 mm
- Caja de engranajes: Sellada 100%
- Botón de Apagado
- Inclinación : 4 Posiciones
- Peso : 11.8 Kg
- Carburador 13 mm Tipo Ventury con Flotante
- Lubricación del Motor : mezcla de aceite en la nafta
- Refrigeración del Motor : Refrigerado por Aire (sistema ecológico)";377.338,00;2
Lusqtoff;LM390E;MOTOR NAFTERO 13HP 3600RPM A/E L ;Jardin y agro_Motores;"- Tipo de motor: 4 tiempos
- Potencia: 13 HP / 9,69 KW / 13,17 CV
- Aceite: 4T
- Cilindrada: 389 CC
- Arranque: eléctrico
- Capacidad del tanque: 6,5 lts
- Fuente de alimentación: nafta
- Diámetro eje: 25 mm
- Peso: 35 kg

-- INCLUYE --
- Cigüeñal chaveteado";478.603,00;3
Lusqtoff;LMR390-9;MOTOR NAFTERO 13HP 3600RPM A/M L - DISEÑO RACING ;Jardin y agro_Motores;;430.742,00;1
Lusqtoff;RLIL5308BR28;MOTOR P/LIL530-8B ;Repuestos;LIL530-8;22.912,00;2
Lusqtoff;RLTL208R14;MOTOR P/LTL20-8 ;Repuestos;LTL20-8;110.057,00;1
Lusqtoff;RTB16AR47;MOTOR P/TB-16A ;Repuestos;TB-16A;204.915,00;1
Lusqtoff;RATL189BR06;Motor para ATL18-9B ;Repuestos;;20.963,00;22
Lusqtoff;RLA2501MR10;MOTOR PARA LA-2501M ;Repuestos;LA-2501M;113.201,00;3
Lusqtoff;RLCO468BR60;Motor para LCO46-8B ;Repuestos;;306.063,00;1
Lusqtoff;RML3008BR38;Motor para ML300-8B ;Repuestos;;188.669,00;3
Lusqtoff;RTB13R08;MOTOR PARA TB-13 ;Repuestos;TB-13;86.787,00;1
Lusqtoff;GS3800;Motosierra 16'' - 36cc - Lusqtoff GS3800 ;Jardin y agro_Corte y poda;"Motor 2 T
Cilindrada 36 cc
Potencia 2 HP
Espada 16''
Paso de la Cadena 3/8 LP
Tanque de nafta 0.3 lts
Tanque de aceite 0.2 lts
Combustible mezcla
Garantía 6 meses";195.270,00;1
Lusqtoff;GS6200;Motosierra 22'' - 62cc - Lusqtoff GS6200 ;Jardin y agro_Corte y poda;"Motor 2 T
Cilindrada 62 cc
Potencia 4.1 HP
Espada 22?
Paso de la Cadena 3/8 LP
Tanque de nafta 0.5 lts
Tanque de aceite 0.3 lts
Combustible mezcla
Garantía 6 meses";335.022,00;6
Lusqtoff;PROM-52GC;Motosierra 52CC - Espada 20'' - Garden Plus Prom-52GC ;Jardin y agro_Corte y poda;;99.549,00;52
Lusqtoff;GS-2500;Motosierra de poda 25.4cc - 4.3HP - Lusqtoff GS-2500 ;Jardin y agro_Corte y poda;"Motor 2 T
Cilindrada 25.4 cc
Potencia 4.3 HP
Espada 12?
Paso de la Cadena 3/8 LP
Tanque de nafta 1.60 lts
Aceite lubricante de cadena 1.60 lts
Combustible mezcla
Garantía 6 meses";201.013,00;1
Lusqtoff;GS52-7;Motosierra Naftera 52CC 20'' - GS52-7 ;Jardin y agro_Corte y poda;"- Tipo de motor: 2T
- Cilindrada: 52 CC
- Potencia: 2,5 HP
- Espada: 20''
- Paso de la cadena: 325
- Tanque de nafta: 0.5 L
- Tanque de aceite: 0,3 L
- Combustible: Mezcla
- Garantia: 6 Meses";111.035,00;104
Lusqtoff;MTLE26-8;Mototaladro Mandril 16mm Explosion 33cc - Lusqtoff MTLE26-8 ;Construccion_Motoimplementos;;229.729,00;11
Lusqtoff;MCOL320-8;Multicortadora Oscilante 320W ;Herramientas electricas_Corte;;167.706,00;1
Lusqtoff;L8050;Muñequera Magnetica con Velcro ;Herramientas manuales;;10.481,00;2
Lusqtoff;L7045;Nivel De Aluminio 600 MM ;Herramientas manuales_Cintas y niveles;;16.276,00;1
Lusqtoff;L7046;Nivel De Aluminio 800 MM ;Herramientas manuales_Cintas y niveles;;20.112,00;1
Lusqtoff;NV20L-9;Nivel Laser a Bateria 360° - Black Series NV20L-9 ;Herramientas manuales_Nivelación y medición;"- Distancia 20m-40m con placa objetivo
- Alimentación a batería de 2600mAh Li-ion
- Conector de carga para pilas recargables tipo C
- Precisión +/- 3mm / 10mm
- Pantalla Led
- Entrada rosca para trípode 1/4
- Garantía 3 años
- Luz Verde 360°
- 2 Pilas AA
- USB C
- Base imantada
- Incluye:
- 1 batería de 2600 mAh Li-on
- 1 placa objetivo
- 1 soporte magnético de 360°
- 1 adaptador para pilas AA
- 1 cable conector de carga tipo C
- Gafas para láser verde
- 1 maletín de transporte";340.765,00;2
Lusqtoff;NV3L-9;Nivel Laser a bateria Lusqtoff NV3L-9 ;Herramientas electricas_Medicion;"- Alcance 40 metros
- Distancia de trabajo 25 m 40 m con detector de láser
- Precisión de nivelado + - 3 mm /10 m
- Rango de auto nivelado 3°+-1°
- Tiempo de nivelación 3 seg.
- Niveles 3 x 360°
- Funciones horizontal, vertical y cruz (X,Y;Z)
- Potencia láser clase 2
- Temperatura de funcionamiento -10° a 50°
- Temperatura almacenamiento -20° a 70°
- Uso de batería (completa) 7 hs
- Protección IP54 (contra polvo)
- Con sistema de bloqueo de péndulo
- Encastre en la base 1?4
- INCLUYE
- Bolso de transporte, funda de protección
- Base magnética para construcción en seco con encastre para trípode de 1?4 y 5/8, apto para instalación con reglas horizontales
- Cable USB para recarga de batería";315.878,00;2
Lusqtoff;NVL515-9;Nivel láser autonivelante 360° luz verde 515mm - Lusqtoff NVL515-9 ;Herramientas electricas_Medicion;"- Cantidad de lineas: 2
- Cobertura de propagación horizontal: 360°
- Cobertura de propagación vertical: 130°
- Rango de operación: 30mts
- Rango de autonivelación +-2.5º
- Fuente de alimentación: 4 pilas AA - ( No incluidas )
- Tiempo de funcionamiento: 5 horas (completamente encendido)
- Peso: 0.8kg
- Precisión horizontal / vertical: ± 3 mm / 10 m
- Longitud de onda láser: 515 nm
- Color de luz: verde";258.445,00;4
Lusqtoff;RGC509040R10;O RING 36.3 ;Repuestos;GC9040-50;1.048,00;2
Lusqtoff;RMDL20009R10;O Ring de martillo p/MDL200-9 ;Repuestos;;5.240,00;2
Lusqtoff;OHL5-9;Organizador de Herramientas para Pared - Lusqtoff OHL5-9 ;Almacenamiento;"- Dimensiones: largo 540 mm x profund. 250 mm x alto 340mm
- Peso: 11 Kilos.
- Estante superior.
- 1 cajón
- 5 compartimentos inferiores
- Inluye: 
- 4 tornillos
- 4 tarugos para montaje.";245.841,00;1
Lusqtoff;RMDL17509R4;Oring 17x17,5 p/MDL1750-9 ;Repuestos;;4.454,00;4
Lusqtoff;RMDL17509R12;Oring de Amortiguacion 56x12 p/ MDL1750-9 ;Repuestos;;1.048,00;3
Lusqtoff;RHL10081R44;Oring de asiento para hidrolavadora HL1 ;Repuestos;;262;6
Lusqtoff;RLPS1585ZR15;ORING DE AUTOMATICO ;Repuestos;LPS15-8.5Z;1.205,00;8
Lusqtoff;RLPA407R20;Oring de automatico p/ LPA40-7 ;Repuestos;;262;5
Lusqtoff;RLQSMARTER25R36;ORING DE BASE P/LQSMARTER-25 ;Repuestos;LQSMARTER25;2.410,00;1
Lusqtoff;RHL11091R03;Oring de Salida para Hidrolavadora HL110-9 ;Repuestos;;524;6
Lusqtoff;RHL10081R46;Oring Interno Asiento para Hidrolavadora ;Repuestos;;262;6
Lusqtoff;RHL11091R27;Oring Interno Asiento para Hidrolavadora HL110-9 ;Repuestos;;1.048,00;6
Lusqtoff;RMDL17509R22;Oring Superior de Martillo 58x5 p/ MDL1750-9 ;Repuestos;;5.240,00;8
Lusqtoff;LPACK003-8;Pack Racing a Bateria Amoladora Angular 115mm (AML115-8BK) + Taladro con Percutor (ATL18-8) + Llave de Impacto (LIL600-8BK) + Linterna Adaptador USB (LAUSB-8B) ;Herramientas electricas;"- ATL18-8 Taladro con percutor 
- Tension 18V / Velocidad n°0-450/0-1350/MIN
- Torque 25 N.M / Mandril 10mm
- Llave de Impacto LIL600-8BK
- Tension 18 V / Velocidad 0-2200 R/MIN
- Frecuencia de impacto 0-3600 BP / Torque 600 NM / Medida de encastre 1/2''
- Amoladora Angular AML115-8BK:
- Tension 18 V / Velocidad 8500 RPM / Diametro de disco 115 mm / Rosca M14
- Linterna Adaptador USB LAUSB-8B
- Tension 18 V /  Salida 5V ± 250MV, 2.0A / Dos entradas (PUERTOS) USB
- Luz Led integrada / Funcion Power Bank y carga rapida
- Bateria compatible con la Linea Iron Bolt
- INCLUYE EL PACK:
- 1 Maletin
- 1 Bateria 18V de 2AH - 619475
- 1 Bateria 18V de 4AH - 619476
- 1 Cargador de baterias
- 1 Guarda protectota
- 1 Llave de ajuste
- 1 Mango auxiliar
- 1 Punta 1/4'' x 65mm
- Tubos de 17,19,21 y 23mm
- Garantia de Cargador y Baterias: 6 Meses
- Garantia Maquinas: 2 Años
";419.265,00;9
Lusqtoff;AR193;PALA REVOCADORA NEUMATICA ;Jardin y agro_Manuales;;76.576,00;1
Lusqtoff;RLOL2608R35;PALANCA ;Repuestos;LOL260-8;524;6
Lusqtoff;P08L-8;PALO MANGO EXTENSIBLE 0,8 MM ESPESOR ;Accesorios;;20.963,00;15
Lusqtoff;RLAR101R09;PAÑO ;Repuestos;LAR-101;4.821,00;1
Lusqtoff;RLQIONSOLR04;PAPEL DE FILTRO PARA IONIZADOR SOLAR LUSQTOFF ;Repuestos;LQ-IONSOL;12.053,00;12
Lusqtoff;LQ-A802;Parlante Portatil Bafle Potenciado 2 x 8'' Wofer 3 vias Microfono Inalambrico Negro ;Hogar_Audio y video;"- LQE44
- Voltaje 220V
- Cantidad de parlantes: 2
- Formato del parlante: Torre
- Potencia PMPO 15200 W
- Potencia RMS 65 W
- Batería 3,7V / 3600 mah
- Duración batería hasta 6hrs
- Amplificadores Doble wooffer 8''
- Control de Volumen | volumen del micrófono | de eco
- Especificaciones Conexión Bluetooth | Entrada auxiliar miniplug | TWS (True Wireless Stereo) | Iluminación LED con efectos lumínicos | Micrófono inalámbrico con VHF incorporado | Tweeter 1''
- Medidas externas del producto: 65,5 x 25 x 21 (al. x an. x prof.)
- Garantía 6 meses";121.205,00;5
Lusqtoff;PAR61;Parrilla portatil con ruedas - A - Lusqtoff PAR61 ;Hogar_Parrillas y accesorios;"- Dimensión: 114.5 x 60 x 108 cm
- Área de asador: 55 x 41 cm
- Tipo de asador: a carbón
- Incluye: medidor de temperatura y ruedas de traslado
- Peso: 30 kg";335.412,00;3
Lusqtoff;LQ390PASTA;Pasta antiadherente 500 Gr ;Accesorios;;15.722,00;11
Lusqtoff;LQ-PV805B;Pava con Reloj Termometro Analogico Blanca 1,7Lts ;Hogar_Pequeños electrodomesticos;#¿NOMBRE?;50.989,00;4
Lusqtoff;LQ-PV805;Pava con Reloj Termometro Analogico Verde 1,7Lts ;Hogar_Pequeños electrodomesticos;#¿NOMBRE?;50.989,00;6
Lusqtoff;L4502;Pelacable Automatico Frontal ;Herramientas manuales_Pinzas y alicates;;13.316,00;1
Lusqtoff;RANL200072R21;Perilla Completa p/ ANL2000-72 ;Repuestos;;1.572,00;3
Lusqtoff;RAML8508R38;PERILLA DE ENCENDIDO ;Repuestos;AML850;2.410,00;5
Lusqtoff;RAML8509R44;Perilla de Encendido p/ AML850-9 ;Repuestos;;524;5
Lusqtoff;RLCO468BR108;Perno de Cuchilla para LCO46-8B ;Repuestos;;5.240,00;6
Lusqtoff;RAML8508R13;PERNO DE TRABA ;Repuestos;AML850;2.410,00;9
Lusqtoff;RHL11091R04;Perno Interno para Hidrolavadora P/HL110-9 ;Repuestos;;1.048,00;4
Lusqtoff;LQ-CH080;Picadora de Alimentos 500W 1200 Ml Color Celeste ;Hogar_Pequeños electrodomesticos;"- Recipiente de vidrio
- 4 cuchillas de acero inoxidable, resistentes y duraderas para un corte preciso.
- Dos niveles de velocidad para adaptarse a diferentes tipos de ingredientes y preparaciones.
- Base con soporte antivibración, que proporciona estabilidad durante el uso.
- Motor de 500W de alta potencia, diseñado para ofrecer un rendimiento óptimo en todo momento.
- Bowl de vidrio de 1200 ml de capacidad
- Tensión nominal 220 V
- Frecuencia nominal 50 Hz
- Largo del cable 98 cm con enchufe
- Garantía 6 meses";37.814,00;4
Lusqtoff;RTL19R01;Pico cebador naranja para termo - Lusqtoff RTL19R01 ;Hogar_Termos y mates;;2.096,00;24
Lusqtoff;RTL7509R01;Pico cebador verde para termo - Lusqtoff RTL7509R01 ;Hogar_Termos y mates;;2.096,00;2
Lusqtoff;RJK1008R17;Pico salida para calefactor vertical ;Repuestos;;6.288,00;3
Lusqtoff;REIGL47PR16;Piloto ods para EIGL4-7P ;Repuestos;;13.102,00;4
Lusqtoff;RJK1008R16;Piloto para Calefactor Vertical Gas para JK-1008 ;Repuestos;;7.861,00;11
Lusqtoff;RAML8508R19;PIÑON HELICOIDAL ;Repuestos;AML850;4.192,00;6
Lusqtoff;RAML8508NR24;Piñon Helicoidal para AML850 ;Repuestos;;3.144,00;4
Lusqtoff;PADL600-9;Pinza Amperimetrica Digital 600v - Black Series - Lusqtoff PADL600-9 ;Herramientas manuales_Pinzas y alicates;"- Tensión máxima DCV: 600 V
- Tensión máxima ACV: 750 V
- Corriente máxima ACA: 600 A
- Resistencia máxima: 20 MGS
- Frecuencia máxima: <2KHz
- Rango de temperatura para uso: 0°C - 40°C
- Cantidad de baterías: 2 (no incluidas)
- Tipo de batería: AAA
- True RMS: 10HZ/1KHZ
- Certificación CAT II 600 v
- Peso: 400 gr.
- Apertura de pinzas: 25 mm.
- Sensor NVC: detector sin contacto.


INCLUYE

- Estuche de guardado y cables";42.117,00;3
Lusqtoff;L4310;Pinza de Presion con Plataforma 8'' (200mm) PRO ;Herramientas manuales_Pinzas y alicates;;11.472,00;1
Lusqtoff;L4306;Pinza de Presion Mordaza Curva 10'' (250mm) PRO ;Herramientas manuales_Pinzas y alicates;;12.292,00;1
Lusqtoff;L4304;Pinza de Presion Mordaza Curva 7'' (180mm) PRO ;Herramientas manuales_Pinzas y alicates;;10.243,00;3
Lusqtoff;L4302;Pinza de Presion Mordaza Recta 10'' (250mm) PRO ;Herramientas manuales_Pinzas y alicates;;12.292,00;1
Lusqtoff;L4300;Pinza de Presion Mordaza Recta 7'' (180mm) PRO ;Herramientas manuales_Pinzas y alicates;;10.243,00;3
Lusqtoff;L4318;Pinza de Presion Tipo ''C'' 11'' (280mm) PRO ;Herramientas manuales_Pinzas y alicates;;18.438,00;4
Lusqtoff;L4316;Pinza de Presion Tipo ''C'' 9'' (230mm) PRO ;Herramientas manuales_Pinzas y alicates;;15.365,00;4
Lusqtoff;L4036;Pinza De Punta Curva 6'' (150Mm) ;Herramientas manuales_Pinzas y alicates;;9.219,00;12
Lusqtoff;L4038;Pinza De Punta Curva 8'' (200Mm) ;Herramientas manuales_Pinzas y alicates;;11.267,00;7
Lusqtoff;L4030;Pinza De Punta Media Caña 6'' (150Mm) ;Herramientas manuales_Pinzas y alicates;;6.146,00;10
Lusqtoff;L4248;Pinza de Punta Media Caña 6'' (150mm) Aislación 1000V PRO ;Herramientas manuales_Pinzas y alicates;;13.828,00;2
Lusqtoff;L4250;Pinza de Punta Media Caña 8'' (200mm) Aislación 1000V PRO ;Herramientas manuales_Pinzas y alicates;;16.901,00;1
Lusqtoff;L4254;Pinza de Punta Plana 6'' (150mm) Aislación 1000V PRO ;Herramientas manuales_Pinzas y alicates;;15.877,00;2
Lusqtoff;L4515;Pinza Multifuncion 12 en 1 ;Herramientas manuales_Pinzas y alicates;#¿NOMBRE?;28.681,00;6
Lusqtoff;L4520;Pinza Multifuncion 12 En 1 Premiun Con Estuche ;Herramientas manuales_Pinzas y alicates;#¿NOMBRE?;34.827,00;6
Lusqtoff;L1064;Pinza Para Abrazaderas ;Herramientas manuales_Pinzas y alicates;;20.486,00;2
Lusqtoff;L1010;PINZA PARA ABRAZADERAS FLEXIBLE ;Herramientas manuales;;34.827,00;4
Lusqtoff;L1042;PINZA PARA ACOPLE RAPIDO PARA LINEA DE COMBUSTIBLE ;Herramientas manuales;;20.486,00;1
Lusqtoff;L4286;Pinza para Anillo Seeger 7'' (180mm) Abrir Curva PRO ;Herramientas manuales_Pinzas y alicates;;6.863,00;1
Lusqtoff;L4284;Pinza para Anillo Seeger 7'' (180mm) Abrir Recto PRO ;Herramientas manuales_Pinzas y alicates;;6.863,00;10
Lusqtoff;L4282;Pinza para Anillo Seeger 7'' (180mm) Cerrar Curva PRO ;Herramientas manuales_Pinzas y alicates;;6.863,00;2
Lusqtoff;L4280;Pinza para Anillo Seeger 7'' (180mm) Cerrar Recto PRO ;Herramientas manuales_Pinzas y alicates;;6.863,00;8
Lusqtoff;L4272;Pinza Pico Loro 10'' (250mm) PRO ;Herramientas manuales_Pinzas y alicates;;9.936,00;1
Lusqtoff;L4274;Pinza Pico Loro 12'' (300mm) PRO ;Herramientas manuales_Pinzas y alicates;;14.340,00;13
Lusqtoff;L4242;Pinza Universal 7'' (180mm) Aislación 1000V PRO ;Herramientas manuales_Pinzas y alicates;;16.389,00;7
Lusqtoff;L4008;Pinza Universal 7'' (180Mm) ;Herramientas manuales_Pinzas y alicates;;8.194,00;6
Lusqtoff;L4244;Pinza Universal 8'' (200mm) Aislación 1000V PRO ;Herramientas manuales_Pinzas y alicates;;17.925,00;5
Lusqtoff;GP2002;Pinza Universal 8'' (200mm) ;Herramientas manuales_Pinzas y alicates;;5.564,00;3
Lusqtoff;L4010;Pinza Universal 8'' (200Mm) ;Herramientas manuales_Pinzas y alicates;;9.014,00;12
Lusqtoff;L4510;Pinza Universal Multiuso 8 Funciones Crv ;Herramientas manuales_Pinzas y alicates;"- 8 funciones: crimpear, ajustar, sujecion, desbarbado, pela cable, corta tornillos, corta cables, tirador.
- Empuñadura confort grip";16.389,00;5
Lusqtoff;P800K;PIST. DE PINTAR + TRAMPA DE AGUA ;Hogar_Pintura;;44.031,00;1
Lusqtoff;L7174;Pistola Aplicadora de Aluminio 15'' Profesional - Lusqtoff HM ;Herramientas manuales;;17.413,00;1
Lusqtoff;L7172;Pistola Aplicadora de Aluminio 9'' Profesional ;Herramientas manuales;;14.852,00;2
Lusqtoff;PCL1600-7;PISTOLA DE AIRE CALIENTE 1600V ;Herramientas electricas_Calor;;41.926,00;1
